Epoch,Loss,Avg Weights,Avg Biases,Epoch Time (s),Delta
1,0.693153162432171,0.025078180129920122,-0.0017003257647740114,0.003,0.0014509017656203285
2,0.6904387216277836,0.02132625288197916,0.0013532879117104644,0.01,-0.038721822534722575
3,0.7732997740441996,0.018349397658964896,-0.0018565381140833624,0.008,0.08221202476790998
4,0.9259379221342738,0.015831854647044827,0.00619503718656595,0.011,0.15838420723598154
5,0.964749988202162,0.014160195404121778,0.01546000944069854,0.0104,0.18718961896350103
6,1.1248844943364906,0.01334550146464334,0.02431304834408828,0.012333333333333333,0.22683818561594196
7,1.431754334435492,0.012419681971866893,0.03187379307938425,0.012142857142857141,0.2767728551646585
