Epoch,Loss
1,0.8805683407476965
2,0.7964902723411134
3,0.7523127013862082
4,0.7381226546271629
5,0.7276329844957536
6,0.743987725215884
7,0.7395145952078721
8,0.7328604355830721
9,0.7265644189335566
10,0.7185079027609202
11,0.7166864234827962
12,0.7146635491136902
13,0.7161649914102438
14,0.713924480967618
15,0.7127841740379464
16,0.7016379268945367
17,0.7028909853509462
18,0.7059047270500856
19,0.7062299839191153
20,0.7068453100296107
21,0.6984706240032686
22,0.6968502225140075
23,0.6971468639379416
24,0.6985089241390485
25,0.7044756604286977
26,0.7038404847823825
27,0.6951046655049002
28,0.6927536948131292
29,0.6924170995066319
30,0.689344756548549
31,0.6914404599400579
32,0.6899184309728579
33,0.68828021681531
34,0.687290570100766
35,0.6930663283819383
36,0.6963725749337907
37,0.6966469927686583
38,0.6965094966894145
39,0.696692622998997
40,0.6946510219997505
41,0.7032334300940781
42,0.7254703221892922
43,0.724548906151842
44,0.726225649707901
45,0.7294566761659523
46,0.7266242982936311
47,0.7287092960544687
48,0.726433902045648
49,0.722429867862888
50,0.7161519980335246
51,0.7121554066086755
52,0.7185250431816288
53,0.7176828982996949
54,0.7175928019130422
55,0.7147944929678185
56,0.7076772159165154
57,0.6954227529126289
58,0.6961143880911559
59,0.695312212814312
60,0.7010918674764132
61,0.7016561964841243
62,0.6981143401974157
63,0.6992298955219017
64,0.7030744860864133
65,0.7078609809999191
66,0.7097692994214647
67,0.7093306640071846
68,0.7121167971816956
69,0.7128857018632646
70,0.7142879336352318
71,0.7116383110962021
72,0.7119026551542118
73,0.70821543596421
74,0.7069676624100265
75,0.6977842065568493
76,0.696213294041405
77,0.6968504418467372
78,0.6972836277860458
79,0.6983795292911823
80,0.6932694970913503
81,0.6922628403450459
82,0.6820187566818837
83,0.6749310866763538
84,0.673009379062748
85,0.6750474164402834
86,0.6713432773630202
87,0.6679414362594872
88,0.6693076408341185
89,0.668170511514838
90,0.6695365970044799
91,0.6679722301714528
92,0.6665750513016622
93,0.6665322585627049
94,0.662008967398981
95,0.6616548006483408
96,0.6586051744737497
97,0.6594413074730852
98,0.6628343736903659
99,0.6627980677065151
100,0.659817157399743
101,0.6565860188251327
102,0.6551157860990241
103,0.6536997018717604
104,0.6513739376890595
105,0.650110141794484
106,0.6551828882915361
107,0.6519554589146627
108,0.6506066276232674
109,0.6520446334396437
110,0.652194927187713
111,0.6490617293852676
112,0.6501474495183144
113,0.6463140687173414
114,0.6434320316559585
115,0.6403273326098913
116,0.6432342954120304
117,0.6421825915018243
118,0.6362580015072739
119,0.6360317266132444
120,0.6368680129220734
121,0.6248485934383201
122,0.6217429491488929
123,0.6217138871848982
124,0.617360143205859
125,0.6112868476199381
126,0.6116141513643409
127,0.6027719206294767
128,0.5999393605496991
129,0.5953165593751014
130,0.5960715090858576
131,0.5895900510081575
132,0.5848785302343635
133,0.5838048508043274
134,0.5887108524241966
135,0.5720368577796188
136,0.5714768674545435
137,0.5711422491181671
138,0.5647559309172485
139,0.5615157413211845
140,0.5544012634495483
141,0.5519800345112524
142,0.5523084015239974
143,0.5588345029505395
144,0.5528884152636354
145,0.5423150451723099
146,0.5444737900253886
147,0.5411048521796451
148,0.5440035313230355
149,0.5339947943326278
150,0.5450126127786151
151,0.5496172309743864
152,0.5442859350505437
153,0.5356176729297153
154,0.5436273859324516
155,0.544417370664051
156,0.5418096608905809
157,0.5476537042001133
158,0.543408864039179
159,0.54775142615906
160,0.5529112134820546
161,0.5329290598969872
162,0.532476557738834
163,0.5231631809946511
164,0.5548416330487829
165,0.5490456401220218
166,0.5407630335105453
167,0.5444008418204902
168,0.5600130766100354
169,0.5496072393752937
170,0.5513719427017095
171,0.5487059761922978
172,0.5414186629614213
173,0.5449315437839849
174,0.5413404094653489
175,0.5469006489565369
176,0.5563147374081198
177,0.5643955838977204
178,0.5713091275781933
179,0.5380224101224197
180,0.5283375656646796
181,0.5330542518341598
182,0.5282809951588935
183,0.5180808524868347
184,0.5243269759068272
185,0.5330708313988075
186,0.5328307838681111
187,0.5374260894526682
188,0.5417851310445264
189,0.5406802227308277
190,0.529552171561321
191,0.5432827243014456
192,0.5404177285902201
193,0.5435139752000785
194,0.5420983917612567
195,0.5513462434882058
196,0.5450151333434234
197,0.5450877626753242
198,0.5531387919885781
199,0.5440905096282797
200,0.5325448119115688
201,0.5273336416435737
202,0.5180702639141478
203,0.5046994580340428
204,0.5349378245016961
205,0.5290835354341813
206,0.5208392342601517
207,0.5168614529284397
208,0.5158034433882969
209,0.5317698749915983
210,0.5341837716978047
211,0.5230877688501185
212,0.518910939885182
213,0.5181171926239933
214,0.5213571400365113
215,0.5189223189972162
216,0.5373995341794696
217,0.5441355067977413
218,0.538781805160405
219,0.5380499316199242
220,0.5360478610092028
221,0.5554965510796384
222,0.5757689840307346
223,0.573009314918943
224,0.5499796495214966
225,0.5436566501487807
226,0.5609565706726218
227,0.565998317316249
228,0.569866218488653
229,0.5701459434577797
230,0.5719105836231299
231,0.5521432127393683
232,0.5496883251248975
233,0.5622339100003776
234,0.5323739376661442
235,0.5445560098161302
236,0.5182604725589566
237,0.49212767882649894
238,0.4938723229654139
239,0.5013419807932128
240,0.5040069682127579
241,0.4988796318988253
242,0.49542047083763857
243,0.4857548780260323
244,0.48614249897394696
245,0.48522782766833816
246,0.49823362042735836
247,0.4971224626495927
248,0.5032956397880185
249,0.5047970297393601
250,0.4954696532299193
251,0.5004841528506847
252,0.5016177376849876
253,0.4968879780506482
254,0.49431153862690647
255,0.4905193346982227
256,0.49116218373040677
257,0.5069242557109952
258,0.49654779236173674
259,0.5002744345853444
260,0.4978992538199677
261,0.4869029247787824
262,0.49064777757973016
263,0.48019779870193324
264,0.5003096639246382
265,0.5050578618033156
266,0.4958765653894572
267,0.49594221372776165
268,0.49677800383690607
269,0.49017443061140253
270,0.49367179842610504
271,0.4896839509347226
272,0.476185697224646
273,0.4837815812105674
274,0.4773158884197684
275,0.46685873696293445
276,0.4704953830109996
277,0.46056723437012104
278,0.4471860915186077
279,0.42753932647160153
280,0.4270036644678418
281,0.4418954083032791
282,0.43766242223712376
283,0.4307525702206308
284,0.4365373340087833
285,0.4266138610614601
286,0.42673303841434945
287,0.4126896093937773
288,0.40190021465653397
289,0.39212610774577145
290,0.39954335523408957
291,0.40263473871419125
292,0.4052651741901344
293,0.40961897789531654
294,0.40857557030415365
295,0.4054307014068153
296,0.40572575220712365
297,0.4208287091600693
298,0.4200960235482454
299,0.42322560551136684
300,0.4365847230332859
301,0.4287810633987691
302,0.43568853159955534
303,0.4391872913549937
304,0.4473832178467146
305,0.44641438141401957
306,0.4422078520073615
307,0.48130284831892745
308,0.4764770184890831
309,0.4913199917701185
310,0.5058958519607637
311,0.5010809692741481
312,0.48913177331324814
313,0.48948948674643816
314,0.4823866753914588
315,0.4728368698624203
316,0.4735032741889782
317,0.4740158277210937
318,0.4801595523895562
319,0.48411367348994
320,0.49066328527391806
321,0.4941584899710029
322,0.4547501487978737
323,0.4618989929751553
324,0.44082939989843634
325,0.43230102729542463
326,0.4218552801564402
327,0.43689386561545057
328,0.44208523424452484
329,0.4421959530850773
330,0.4545265547322442
331,0.46819118226334105
332,0.4610464174824246
333,0.47932688052590333
334,0.4737513556034327
335,0.4679399519585994
336,0.4561554929962504
337,0.45069357075571986
338,0.44560149085506945
339,0.4630450328363582
340,0.4570404177290992
341,0.46259402942233563
342,0.4469580938554149
343,0.4427693871750676
344,0.47319409785017635
345,0.459603296201313
346,0.4531558649745111
347,0.4545955658851709
348,0.4360213393498499
349,0.4418827112342454
350,0.43725267521102773
351,0.4390520063853823
